	A1Huang	A2Du	A2Huang	A2Li	D10Udall	D5Paterson	D5Udall	D5Wang	F1Grover	G2Cai	Goano	Gosto
OG0040897					TURN.08g210820.m01.polypeptide							
OG0040898					TURN.08g210860.m01.polypeptide							
OG0040899					TURN.08g210920.m01.polypeptide							
OG0040900					TURN.08g210950.m01.polypeptide							
OG0040901					TURN.08g211070.m01.polypeptide							
OG0040902					TURN.08g211330.m01.polypeptide							
OG0040903					TURN.08g211380.m01.polypeptide							
OG0040904					TURN.08g211520.m01.polypeptide							
OG0040905					TURN.08g211610.m01.polypeptide							
OG0040906					TURN.08g211660.m01.polypeptide							
OG0040907					TURN.08g211760.m01.polypeptide							
OG0040908					TURN.08g211850.m01.polypeptide							
OG0040909					TURN.08g212170.m01.polypeptide							
OG0040910					TURN.08g212420.m01.polypeptide							
OG0040911					TURN.08g212440.m01.polypeptide							
OG0040912					TURN.08g212460.m01.polypeptide							
OG0040913					TURN.08g212490.m01.polypeptide							
OG0040914					TURN.08g212520.m01.polypeptide							
OG0040915					TURN.08g212840.m01.polypeptide							
OG0040916					TURN.08g212880.m01.polypeptide							
OG0040917					TURN.08g212890.m01.polypeptide							
OG0040918					TURN.08g213140.m01.polypeptide							
OG0040919					TURN.08g213250.m01.polypeptide							
OG0040920					TURN.08g213290.m01.polypeptide							
OG0040921					TURN.08g213380.m01.polypeptide							
OG0040922					TURN.08g213500.m01.polypeptide							
OG0040923					TURN.08g213620.m01.polypeptide							
OG0040924					TURN.08g213770.m01.polypeptide							
OG0040925					TURN.08g213780.m01.polypeptide							
OG0040926					TURN.08g213790.m01.polypeptide							
OG0040927					TURN.08g213940.m01.polypeptide							
OG0040928					TURN.08g214030.m01.polypeptide							
OG0040929					TURN.08g214040.m01.polypeptide							
OG0040930					TURN.08g214050.m01.polypeptide							
OG0040931					TURN.08g214140.m01.polypeptide							
OG0040932					TURN.08g214240.m01.polypeptide							
OG0040933					TURN.08g214400.m01.polypeptide							
OG0040934					TURN.08g214520.m01.polypeptide							
OG0040935					TURN.08g214680.m01.polypeptide							
OG0040936					TURN.08g214690.m01.polypeptide							
OG0040937					TURN.08g214720.m01.polypeptide							
OG0040938					TURN.08g215210.m01.polypeptide							
OG0040939					TURN.08g215270.m01.polypeptide							
OG0040940					TURN.08g215410.m01.polypeptide							
OG0040941					TURN.08g215630.m01.polypeptide							
OG0040942					TURN.08g215720.m01.polypeptide							
OG0040943					TURN.08g216110.m01.polypeptide							
OG0040944					TURN.08g216120.m01.polypeptide							
OG0040945					TURN.08g216290.m01.polypeptide							
OG0040946					TURN.08g216330.m01.polypeptide							
OG0040947					TURN.08g216760.m01.polypeptide							
OG0040948					TURN.08g216800.m01.polypeptide							
OG0040949					TURN.08g216820.m01.polypeptide							
OG0040950					TURN.08g216950.m01.polypeptide							
OG0040951					TURN.08g216960.m01.polypeptide							
OG0040952					TURN.08g217220.m01.polypeptide							
OG0040953					TURN.08g217240.m01.polypeptide							
OG0040954					TURN.08g217270.m01.polypeptide							
OG0040955					TURN.08g217360.m01.polypeptide							
OG0040956					TURN.08g217500.m01.polypeptide							
OG0040957					TURN.08g217650.m01.polypeptide							
OG0040958					TURN.08g217840.m01.polypeptide							
OG0040959					TURN.08g217960.m01.polypeptide							
OG0040960					TURN.08g218100.m01.polypeptide							
OG0040961					TURN.08g218130.m01.polypeptide							
OG0040962					TURN.08g218410.m01.polypeptide							
OG0040963					TURN.08g218440.m01.polypeptide							
OG0040964					TURN.08g218530.m01.polypeptide							
OG0040965					TURN.08g218570.m01.polypeptide							
OG0040966					TURN.08g218710.m01.polypeptide							
OG0040967					TURN.08g218720.m01.polypeptide							
OG0040968					TURN.08g218930.m01.polypeptide							
OG0040969					TURN.08g219120.m01.polypeptide							
OG0040970					TURN.08g219300.m01.polypeptide							
OG0040971					TURN.08g219420.m01.polypeptide							
OG0040972					TURN.08g219470.m01.polypeptide							
OG0040973					TURN.08g219500.m01.polypeptide							
OG0040974					TURN.08g219570.m01.polypeptide							
OG0040975					TURN.08g219630.m01.polypeptide							
OG0040976					TURN.08g219780.m01.polypeptide							
OG0040977					TURN.08g219790.m01.polypeptide							
OG0040978					TURN.08g219850.m01.polypeptide							
OG0040979					TURN.08g219880.m01.polypeptide							
OG0040980					TURN.08g219950.m01.polypeptide							
OG0040981					TURN.08g219970.m01.polypeptide							
OG0040982					TURN.08g219990.m01.polypeptide							
OG0040983					TURN.08g220060.m01.polypeptide							
OG0040984					TURN.08g220120.m01.polypeptide							
OG0040985					TURN.08g220130.m01.polypeptide							
OG0040986					TURN.08g220200.m01.polypeptide							
OG0040987					TURN.08g220210.m01.polypeptide							
OG0040988					TURN.08g220780.m01.polypeptide							
OG0040989					TURN.08g220810.m01.polypeptide							
OG0040990					TURN.08g221180.m01.polypeptide							
OG0040991					TURN.08g221220.m01.polypeptide							
OG0040992					TURN.08g221230.m01.polypeptide							
OG0040993					TURN.08g221260.m01.polypeptide							
OG0040994					TURN.08g221410.m01.polypeptide							
OG0040995					TURN.08g221440.m01.polypeptide							
OG0040996					TURN.08g221550.m01.polypeptide							
OG0040997					TURN.08g221560.m01.polypeptide							
OG0040998					TURN.08g221570.m01.polypeptide							
OG0040999					TURN.08g221640.m01.polypeptide							
OG0041000					TURN.08g221660.m01.polypeptide							
OG0041001					TURN.08g221740.m01.polypeptide							
OG0041002					TURN.08g221860.m01.polypeptide							
OG0041003					TURN.08g221910.m01.polypeptide							
OG0041004					TURN.08g222010.m01.polypeptide							
OG0041005					TURN.08g222100.m01.polypeptide							
OG0041006					TURN.08g222150.m01.polypeptide							
OG0041007					TURN.08g222350.m01.polypeptide							
OG0041008					TURN.08g222360.m01.polypeptide							
OG0041009					TURN.08g222370.m01.polypeptide							
OG0041010					TURN.08g222390.m01.polypeptide							
OG0041011					TURN.08g222490.m01.polypeptide							
OG0041012					TURN.08g222500.m01.polypeptide							
OG0041013					TURN.08g222650.m01.polypeptide							
OG0041014					TURN.08g222740.m01.polypeptide							
OG0041015					TURN.08g222750.m01.polypeptide							
OG0041016					TURN.08g222790.m01.polypeptide							
OG0041017					TURN.08g222900.m01.polypeptide							
OG0041018					TURN.08g222990.m01.polypeptide							
OG0041019					TURN.08g223200.m01.polypeptide							
OG0041020					TURN.08g223210.m01.polypeptide							
OG0041021					TURN.08g223450.m01.polypeptide							
OG0041022					TURN.08g223760.m01.polypeptide							
OG0041023					TURN.08g223800.m01.polypeptide							
OG0041024					TURN.08g223840.m01.polypeptide							
OG0041025					TURN.08g223890.m01.polypeptide							
OG0041026					TURN.08g223910.m01.polypeptide							
OG0041027					TURN.08g224050.m01.polypeptide							
OG0041028					TURN.08g224060.m01.polypeptide							
OG0041029					TURN.08g224080.m01.polypeptide							
OG0041030					TURN.08g224220.m01.polypeptide							
OG0041031					TURN.08g224240.m01.polypeptide							
OG0041032					TURN.08g224280.m01.polypeptide							
OG0041033					TURN.08g224430.m01.polypeptide							
OG0041034					TURN.08g224480.m01.polypeptide							
OG0041035					TURN.08g224540.m01.polypeptide							
OG0041036					TURN.08g224630.m01.polypeptide							
OG0041037					TURN.08g224860.m01.polypeptide							
OG0041038					TURN.08g224870.m01.polypeptide							
OG0041039					TURN.08g225000.m01.polypeptide							
OG0041040					TURN.08g225010.m01.polypeptide							
OG0041041					TURN.08g225150.m01.polypeptide							
OG0041042					TURN.08g225280.m01.polypeptide							
OG0041043					TURN.08g225460.m01.polypeptide							
OG0041044					TURN.08g225480.m01.polypeptide							
OG0041045					TURN.08g225550.m01.polypeptide							
OG0041046					TURN.08g225630.m01.polypeptide							
OG0041047					TURN.08g225730.m01.polypeptide							
OG0041048					TURN.08g225840.m01.polypeptide							
OG0041049					TURN.08g225860.m01.polypeptide							
OG0041050					TURN.08g225870.m01.polypeptide							
OG0041051					TURN.08g225880.m01.polypeptide							
OG0041052					TURN.08g225900.m01.polypeptide							
OG0041053					TURN.08g226020.m01.polypeptide							
OG0041054					TURN.08g226070.m01.polypeptide							
OG0041055					TURN.08g226100.m01.polypeptide							
OG0041056					TURN.08g226140.m01.polypeptide							
OG0041057					TURN.08g226180.m01.polypeptide							
OG0041058					TURN.08g226300.m01.polypeptide							
OG0041059					TURN.08g226320.m01.polypeptide							
OG0041060					TURN.08g226360.m01.polypeptide							
OG0041061					TURN.08g226440.m01.polypeptide							
OG0041062					TURN.08g226450.m01.polypeptide							
OG0041063					TURN.08g226540.m01.polypeptide							
OG0041064					TURN.08g226560.m01.polypeptide							
OG0041065					TURN.08g226590.m01.polypeptide							
OG0041066					TURN.08g226650.m01.polypeptide							
OG0041067					TURN.08g226720.m01.polypeptide							
OG0041068					TURN.08g226760.m01.polypeptide							
OG0041069					TURN.08g226900.m01.polypeptide							
OG0041070					TURN.08g226970.m01.polypeptide							
OG0041071					TURN.08g226980.m01.polypeptide							
OG0041072					TURN.08g227010.m01.polypeptide							
OG0041073					TURN.08g227160.m01.polypeptide							
OG0041074					TURN.08g227220.m01.polypeptide							
OG0041075					TURN.08g227230.m01.polypeptide							
OG0041076					TURN.08g227250.m01.polypeptide							
OG0041077					TURN.08g227260.m01.polypeptide							
OG0041078					TURN.08g227310.m01.polypeptide							
OG0041079					TURN.08g227450.m01.polypeptide							
OG0041080					TURN.08g227680.m01.polypeptide							
OG0041081					TURN.08g227830.m01.polypeptide							
OG0041082					TURN.08g227860.m01.polypeptide							
OG0041083					TURN.08g227910.m01.polypeptide							
OG0041084					TURN.08g228070.m01.polypeptide							
OG0041085					TURN.08g228110.m01.polypeptide							
OG0041086					TURN.08g228220.m01.polypeptide							
OG0041087					TURN.08g228250.m01.polypeptide							
OG0041088					TURN.08g228260.m01.polypeptide							
OG0041089					TURN.08g228630.m01.polypeptide							
OG0041090					TURN.08g228810.m01.polypeptide							
OG0041091					TURN.08g228910.m01.polypeptide							
OG0041092					TURN.08g229110.m01.polypeptide							
OG0041093					TURN.08g229120.m01.polypeptide							
OG0041094					TURN.08g229200.m01.polypeptide							
OG0041095					TURN.08g229410.m01.polypeptide							
OG0041096					TURN.08g229440.m01.polypeptide							
OG0041097					TURN.08g229450.m01.polypeptide							
OG0041098					TURN.08g229900.m01.polypeptide							
OG0041099					TURN.08g229960.m01.polypeptide							
OG0041100					TURN.08g230320.m01.polypeptide							
OG0041101					TURN.08g230410.m01.polypeptide							
OG0041102					TURN.08g230480.m01.polypeptide							
OG0041103					TURN.08g230520.m01.polypeptide							
OG0041104					TURN.08g230670.m01.polypeptide							
OG0041105					TURN.08g230680.m01.polypeptide							
OG0041106					TURN.08g230690.m01.polypeptide							
OG0041107					TURN.08g230700.m01.polypeptide							
OG0041108					TURN.08g230740.m01.polypeptide							
OG0041109					TURN.08g231240.m01.polypeptide							
OG0041110					TURN.08g231270.m01.polypeptide							
OG0041111					TURN.08g231470.m01.polypeptide							
OG0041112					TURN.08g231480.m01.polypeptide							
OG0041113					TURN.08g231490.m01.polypeptide							
OG0041114					TURN.08g231520.m01.polypeptide							
OG0041115					TURN.08g231680.m01.polypeptide							
OG0041116					TURN.08g231870.m01.polypeptide							
OG0041117					TURN.08g231920.m01.polypeptide							
OG0041118					TURN.08g232000.m01.polypeptide							
OG0041119					TURN.08g232010.m01.polypeptide							
OG0041120					TURN.08g232020.m01.polypeptide							
OG0041121					TURN.08g232170.m01.polypeptide							
OG0041122					TURN.08g232560.m01.polypeptide							
OG0041123					TURN.08g232590.m01.polypeptide							
OG0041124					TURN.08g232860.m01.polypeptide							
OG0041125					TURN.08g232940.m01.polypeptide							
OG0041126					TURN.08g233170.m01.polypeptide							
OG0041127					TURN.08g233410.m01.polypeptide							
OG0041128					TURN.08g233490.m01.polypeptide							
OG0041129					TURN.08g233590.m01.polypeptide							
OG0041130					TURN.08g233800.m01.polypeptide							
OG0041131					TURN.08g234030.m01.polypeptide							
OG0041132					TURN.08g234070.m01.polypeptide							
OG0041133					TURN.08g234080.m01.polypeptide							
OG0041134					TURN.08g234130.m01.polypeptide							
OG0041135					TURN.08g234190.m01.polypeptide							
OG0041136					TURN.08g234310.m01.polypeptide							
OG0041137					TURN.08g234490.m01.polypeptide							
OG0041138					TURN.08g234880.m01.polypeptide							
OG0041139					TURN.08g234890.m01.polypeptide							
OG0041140					TURN.08g234950.m01.polypeptide							
OG0041141					TURN.08g235040.m01.polypeptide							
OG0041142					TURN.08g235440.m01.polypeptide							
OG0041143					TURN.08g235760.m01.polypeptide							
OG0041144					TURN.08g235770.m01.polypeptide							
OG0041145					TURN.08g236020.m01.polypeptide							
OG0041146					TURN.08g236050.m01.polypeptide							
OG0041147					TURN.08g236060.m01.polypeptide							
OG0041148					TURN.08g236220.m01.polypeptide							
OG0041149					TURN.09g236510.m01.polypeptide							
OG0041150					TURN.09g236530.m01.polypeptide							
OG0041151					TURN.09g236540.m01.polypeptide							
OG0041152					TURN.09g236650.m01.polypeptide							
OG0041153					TURN.09g236660.m01.polypeptide							
OG0041154					TURN.09g236720.m01.polypeptide							
OG0041155					TURN.09g236770.m01.polypeptide							
OG0041156					TURN.09g236880.m01.polypeptide							
OG0041157					TURN.09g237160.m01.polypeptide							
OG0041158					TURN.09g237170.m01.polypeptide							
OG0041159					TURN.09g237210.m01.polypeptide							
OG0041160					TURN.09g237540.m01.polypeptide							
OG0041161					TURN.09g237610.m01.polypeptide							
OG0041162					TURN.09g237860.m01.polypeptide							
OG0041163					TURN.09g237880.m01.polypeptide							
OG0041164					TURN.09g237930.m01.polypeptide							
OG0041165					TURN.09g237980.m01.polypeptide							
OG0041166					TURN.09g238070.m01.polypeptide							
OG0041167					TURN.09g238270.m01.polypeptide							
OG0041168					TURN.09g238320.m01.polypeptide							
OG0041169					TURN.09g238710.m01.polypeptide							
OG0041170					TURN.09g238720.m01.polypeptide							
OG0041171					TURN.09g238810.m01.polypeptide							
OG0041172					TURN.09g238970.m01.polypeptide							
OG0041173					TURN.09g238980.m01.polypeptide							
OG0041174					TURN.09g239200.m01.polypeptide							
OG0041175					TURN.09g239310.m01.polypeptide							
OG0041176					TURN.09g239440.m01.polypeptide							
OG0041177					TURN.09g239810.m01.polypeptide							
OG0041178					TURN.09g239850.m01.polypeptide							
OG0041179					TURN.09g239860.m01.polypeptide							
OG0041180					TURN.09g239930.m01.polypeptide							
OG0041181					TURN.09g240140.m01.polypeptide							
OG0041182					TURN.09g240330.m01.polypeptide							
OG0041183					TURN.09g240750.m01.polypeptide							
OG0041184					TURN.09g240810.m01.polypeptide							
OG0041185					TURN.09g241090.m01.polypeptide							
OG0041186					TURN.09g241720.m01.polypeptide							
OG0041187					TURN.09g242210.m01.polypeptide							
OG0041188					TURN.09g242240.m01.polypeptide							
OG0041189					TURN.09g242740.m01.polypeptide							
OG0041190					TURN.09g242840.m01.polypeptide							
OG0041191					TURN.09g243020.m01.polypeptide							
OG0041192					TURN.09g243220.m01.polypeptide							
OG0041193					TURN.09g243240.m01.polypeptide							
OG0041194					TURN.09g243260.m01.polypeptide							
OG0041195					TURN.09g243310.m01.polypeptide							
OG0041196					TURN.09g243320.m01.polypeptide							
OG0041197					TURN.09g243430.m01.polypeptide							
OG0041198					TURN.09g243500.m01.polypeptide							
OG0041199					TURN.09g243570.m01.polypeptide							
OG0041200					TURN.09g243640.m01.polypeptide							
OG0041201					TURN.09g243650.m01.polypeptide							
OG0041202					TURN.09g243790.m01.polypeptide							
OG0041203					TURN.09g243950.m01.polypeptide							
OG0041204					TURN.09g244350.m01.polypeptide							
OG0041205					TURN.09g244360.m01.polypeptide							
